Timestamp,Bren Hall HVAC Elec Meter hvac elec power
2023-11-12T08:00:00-08:00 Los_Angeles,0kW
2023-11-12T09:00:00-08:00 Los_Angeles,1.0273332595825195kW
2023-11-12T10:00:00-08:00 Los_Angeles,0kW
2023-11-12T11:00:00-08:00 Los_Angeles,1.3958332538604736kW
2023-11-12T12:00:00-08:00 Los_Angeles,0kW
2023-11-12T13:00:00-08:00 Los_Angeles,0kW
2023-11-12T14:00:00-08:00 Los_Angeles,3.428166627883911kW
2023-11-12T15:00:00-08:00 Los_Angeles,2.255666568875313kW
2023-11-12T16:00:00-08:00 Los_Angeles,0kW
2023-11-12T17:00:00-08:00 Los_Angeles,0kW
2023-11-12T18:00:00-08:00 Los_Angeles,0kW
2023-11-12T19:00:00-08:00 Los_Angeles,0kW
2023-11-12T20:00:00-08:00 Los_Angeles,0kW
2023-11-12T21:00:00-08:00 Los_Angeles,0kW
2023-11-12T22:00:00-08:00 Los_Angeles,0kW
2023-11-12T23:00:00-08:00 Los_Angeles,0kW
2023-11-13T00:00:00-08:00 Los_Angeles,0kW
2023-11-13T01:00:00-08:00 Los_Angeles,0kW
2023-11-13T02:00:00-08:00 Los_Angeles,0kW
2023-11-13T03:00:00-08:00 Los_Angeles,0kW
2023-11-13T04:00:00-08:00 Los_Angeles,0kW
2023-11-13T05:00:00-08:00 Los_Angeles,0kW
2023-11-13T06:00:00-08:00 Los_Angeles,0kW
2023-11-13T07:00:00-08:00 Los_Angeles,31.847333431243896kW
2023-11-13T08:00:00-08:00 Los_Angeles,29.26783323287964kW
2023-11-13T09:00:00-08:00 Los_Angeles,27.883166313171387kW
2023-11-13T10:00:00-08:00 Los_Angeles,28.676000118255615kW
2023-11-13T11:00:00-08:00 Los_Angeles,26.90049982070923kW
2023-11-13T12:00:00-08:00 Los_Angeles,25.940166473388672kW
2023-11-13T13:00:00-08:00 Los_Angeles,25.828500270843506kW
2023-11-13T14:00:00-08:00 Los_Angeles,25.88433313369751kW
2023-11-13T15:00:00-08:00 Los_Angeles,28.050665855407715kW
2023-11-13T16:00:00-08:00 Los_Angeles,27.726833820343018kW
2023-11-13T17:00:00-08:00 Los_Angeles,25.761499404907227kW
2023-11-13T18:00:00-08:00 Los_Angeles,26.14116668701172kW
2023-11-13T19:00:00-08:00 Los_Angeles,27.7044997215271kW
2023-11-13T20:00:00-08:00 Los_Angeles,26.97866678237915kW
2023-11-13T21:00:00-08:00 Los_Angeles,25.64983320236206kW
2023-11-13T22:00:00-08:00 Los_Angeles,16.269833087921143kW
2023-11-13T23:00:00-08:00 Los_Angeles,0kW
2023-11-14T00:00:00-08:00 Los_Angeles,0kW
2023-11-14T01:00:00-08:00 Los_Angeles,0kW
2023-11-14T02:00:00-08:00 Los_Angeles,0kW
2023-11-14T03:00:00-08:00 Los_Angeles,0kW
2023-11-14T04:00:00-08:00 Los_Angeles,0kW
2023-11-14T05:00:00-08:00 Los_Angeles,0kW
2023-11-14T06:00:00-08:00 Los_Angeles,0kW
2023-11-14T07:00:00-08:00 Los_Angeles,24.845832899212837kW
2023-11-14T08:00:00-08:00 Los_Angeles,26.7218337059021kW
2023-11-14T09:00:00-08:00 Los_Angeles,25.6051664352417kW
2023-11-14T10:00:00-08:00 Los_Angeles,26.040666580200195kW
2023-11-14T11:00:00-08:00 Los_Angeles,24.276333332061768kW
2023-11-14T12:00:00-08:00 Los_Angeles,24.03066635131836kW
2023-11-14T13:00:00-08:00 Los_Angeles,24.611332893371582kW
2023-11-14T14:00:00-08:00 Los_Angeles,24.745333194732666kW
2023-11-14T15:00:00-08:00 Los_Angeles,25.728000164031982kW
2023-11-14T16:00:00-08:00 Los_Angeles,26.94516658782959kW
2023-11-14T17:00:00-08:00 Los_Angeles,28.597833156585693kW
2023-11-14T18:00:00-08:00 Los_Angeles,26.286333084106445kW
2023-11-14T19:00:00-08:00 Los_Angeles,25.39300012588501kW
2023-11-14T20:00:00-08:00 Los_Angeles,24.466166973114014kW
2023-11-14T21:00:00-08:00 Los_Angeles,23.237833499908447kW
2023-11-14T22:00:00-08:00 Los_Angeles,15.331833124160767kW
2023-11-14T23:00:00-08:00 Los_Angeles,0kW
2023-11-15T00:00:00-08:00 Los_Angeles,0kW
2023-11-15T01:00:00-08:00 Los_Angeles,0kW
2023-11-15T02:00:00-08:00 Los_Angeles,0kW
2023-11-15T03:00:00-08:00 Los_Angeles,0kW
2023-11-15T04:00:00-08:00 Los_Angeles,0kW
2023-11-15T05:00:00-08:00 Los_Angeles,0kW
2023-11-15T06:00:00-08:00 Los_Angeles,0kW
2023-11-15T07:00:00-08:00 Los_Angeles,23.963666036725044kW
2023-11-15T08:00:00-08:00 Los_Angeles,26.36449956893921kW
2023-11-15T09:00:00-08:00 Los_Angeles,25.515832901000977kW
2023-11-15T10:00:00-08:00 Los_Angeles,26.598999977111816kW
2023-11-15T11:00:00-08:00 Los_Angeles,27.849666595458984kW
2023-11-15T12:00:00-08:00 Los_Angeles,26.621333122253418kW
2023-11-15T13:00:00-08:00 Los_Angeles,26.610167026519775kW
2023-11-15T14:00:00-08:00 Los_Angeles,27.603999614715576kW
2023-11-15T15:00:00-08:00 Los_Angeles,28.45266628265381kW
2023-11-15T16:00:00-08:00 Los_Angeles,26.241666793823242kW
2023-11-15T17:00:00-08:00 Los_Angeles,25.013332843780518kW
2023-11-15T18:00:00-08:00 Los_Angeles,23.58400011062622kW
2023-11-15T19:00:00-08:00 Los_Angeles,22.657166481018066kW
2023-11-15T20:00:00-08:00 Los_Angeles,22.880499839782715kW
2023-11-15T21:00:00-08:00 Los_Angeles,22.19933271408081kW
2023-11-15T22:00:00-08:00 Los_Angeles,12.863999724388123kW
2023-11-15T23:00:00-08:00 Los_Angeles,0kW
2023-11-16T00:00:00-08:00 Los_Angeles,0kW
2023-11-16T01:00:00-08:00 Los_Angeles,0kW
2023-11-16T02:00:00-08:00 Los_Angeles,0kW
2023-11-16T03:00:00-08:00 Los_Angeles,0kW
2023-11-16T04:00:00-08:00 Los_Angeles,0kW
2023-11-16T05:00:00-08:00 Los_Angeles,0kW
2023-11-16T06:00:00-08:00 Los_Angeles,0kW
2023-11-16T07:00:00-08:00 Los_Angeles,23.450000047683716kW
2023-11-16T08:00:00-08:00 Los_Angeles,24.119999885559082kW
2023-11-16T09:00:00-08:00 Los_Angeles,23.148499965667725kW
2023-11-16T10:00:00-08:00 Los_Angeles,23.059166431427002kW
2023-11-16T11:00:00-08:00 Los_Angeles,23.08150005340576kW
2023-11-16T12:00:00-08:00 Los_Angeles,23.304832935333252kW
2023-11-16T13:00:00-08:00 Los_Angeles,24.29866647720337kW
2023-11-16T14:00:00-08:00 Los_Angeles,24.521999835968018kW
2023-11-16T15:00:00-08:00 Los_Angeles,24.164666175842285kW
2023-11-16T16:00:00-08:00 Los_Angeles,24.633666515350342kW
2023-11-16T17:00:00-08:00 Los_Angeles,24.80116605758667kW
2023-11-16T18:00:00-08:00 Los_Angeles,23.036832809448242kW
2023-11-16T19:00:00-08:00 Los_Angeles,23.517000198364258kW
2023-11-16T20:00:00-08:00 Los_Angeles,24.298666954040527kW
2023-11-16T21:00:00-08:00 Los_Angeles,22.914000034332275kW
2023-11-16T22:00:00-08:00 Los_Angeles,14.449666976928711kW
2023-11-16T23:00:00-08:00 Los_Angeles,0kW
2023-11-17T00:00:00-08:00 Los_Angeles,0kW
2023-11-17T01:00:00-08:00 Los_Angeles,0kW
2023-11-17T02:00:00-08:00 Los_Angeles,0kW
2023-11-17T03:00:00-08:00 Los_Angeles,0kW
2023-11-17T04:00:00-08:00 Los_Angeles,0kW
2023-11-17T05:00:00-08:00 Los_Angeles,0kW
2023-11-17T06:00:00-08:00 Los_Angeles,0kW
2023-11-17T07:00:00-08:00 Los_Angeles,25.593998908996582kW
2023-11-17T08:00:00-08:00 Los_Angeles,24.119999408721924kW
2023-11-17T09:00:00-08:00 Los_Angeles,22.623666286468506kW
2023-11-17T10:00:00-08:00 Los_Angeles,23.159666538238525kW
2023-11-17T11:00:00-08:00 Los_Angeles,23.896666526794434kW
2023-11-17T12:00:00-08:00 Los_Angeles,25.024499893188477kW
2023-11-17T13:00:00-08:00 Los_Angeles,25.817333221435547kW
2023-11-17T14:00:00-08:00 Los_Angeles,25.32599973678589kW
2023-11-17T15:00:00-08:00 Los_Angeles,25.616333484649658kW
2023-11-17T16:00:00-08:00 Los_Angeles,25.326000690460205kW
2023-11-17T17:00:00-08:00 Los_Angeles,24.722999572753906kW
2023-11-17T18:00:00-08:00 Los_Angeles,22.355667114257812kW
2023-11-17T19:00:00-08:00 Los_Angeles,22.869333267211914kW
2023-11-17T20:00:00-08:00 Los_Angeles,22.679499626159668kW
2023-11-17T21:00:00-08:00 Los_Angeles,23.114999771118164kW
2023-11-17T22:00:00-08:00 Los_Angeles,14.862833023071289kW
2023-11-17T23:00:00-08:00 Los_Angeles,0kW
2023-11-18T00:00:00-08:00 Los_Angeles,0kW
2023-11-18T01:00:00-08:00 Los_Angeles,0kW
2023-11-18T02:00:00-08:00 Los_Angeles,0kW
2023-11-18T03:00:00-08:00 Los_Angeles,0kW
2023-11-18T04:00:00-08:00 Los_Angeles,0kW
2023-11-18T05:00:00-08:00 Los_Angeles,0kW
2023-11-18T06:00:00-08:00 Los_Angeles,0kW
2023-11-18T07:00:00-08:00 Los_Angeles,0kW
2023-11-18T08:00:00-08:00 Los_Angeles,0kW
2023-11-18T09:00:00-08:00 Los_Angeles,0kW
2023-11-18T10:00:00-08:00 Los_Angeles,0kW
2023-11-18T11:00:00-08:00 Los_Angeles,0kW
2023-11-18T12:00:00-08:00 Los_Angeles,0kW
2023-11-18T13:00:00-08:00 Los_Angeles,0kW
2023-11-18T14:00:00-08:00 Los_Angeles,0kW
2023-11-18T15:00:00-08:00 Los_Angeles,0kW
2023-11-18T16:00:00-08:00 Los_Angeles,0kW
2023-11-18T17:00:00-08:00 Los_Angeles,0kW
2023-11-18T18:00:00-08:00 Los_Angeles,0kW
2023-11-18T19:00:00-08:00 Los_Angeles,0kW
2023-11-18T20:00:00-08:00 Los_Angeles,0kW
2023-11-18T21:00:00-08:00 Los_Angeles,0kW
2023-11-18T22:00:00-08:00 Los_Angeles,0kW
2023-11-18T23:00:00-08:00 Los_Angeles,0kW
2023-11-19T00:00:00-08:00 Los_Angeles,0kW
2023-11-19T01:00:00-08:00 Los_Angeles,0kW
2023-11-19T02:00:00-08:00 Los_Angeles,0kW
2023-11-19T03:00:00-08:00 Los_Angeles,0kW
2023-11-19T04:00:00-08:00 Los_Angeles,0kW
2023-11-19T05:00:00-08:00 Los_Angeles,0kW
2023-11-19T06:00:00-08:00 Los_Angeles,0kW
2023-11-19T07:00:00-08:00 Los_Angeles,0kW
2023-11-19T08:00:00-08:00 Los_Angeles,0kW
2023-11-19T09:00:00-08:00 Los_Angeles,0kW
2023-11-19T10:00:00-08:00 Los_Angeles,0kW
2023-11-19T11:00:00-08:00 Los_Angeles,0kW
2023-11-19T12:00:00-08:00 Los_Angeles,0kW
2023-11-19T13:00:00-08:00 Los_Angeles,0kW
2023-11-19T14:00:00-08:00 Los_Angeles,0kW
2023-11-19T15:00:00-08:00 Los_Angeles,0kW
2023-11-19T16:00:00-08:00 Los_Angeles,0kW
2023-11-19T17:00:00-08:00 Los_Angeles,0kW
2023-11-19T18:00:00-08:00 Los_Angeles,0kW
2023-11-19T19:00:00-08:00 Los_Angeles,0kW
2023-11-19T20:00:00-08:00 Los_Angeles,0kW
2023-11-19T21:00:00-08:00 Los_Angeles,0kW
2023-11-19T22:00:00-08:00 Los_Angeles,0kW
2023-11-19T23:00:00-08:00 Los_Angeles,0kW
2023-11-20T00:00:00-08:00 Los_Angeles,0kW
2023-11-20T01:00:00-08:00 Los_Angeles,0kW
2023-11-20T02:00:00-08:00 Los_Angeles,0kW
2023-11-20T03:00:00-08:00 Los_Angeles,0kW
2023-11-20T04:00:00-08:00 Los_Angeles,0kW
2023-11-20T05:00:00-08:00 Los_Angeles,0kW
2023-11-20T06:00:00-08:00 Los_Angeles,0kW
2023-11-20T07:00:00-08:00 Los_Angeles,27.090332746505737kW
2023-11-20T08:00:00-08:00 Los_Angeles,27.90549945831299kW
2023-11-20T09:00:00-08:00 Los_Angeles,26.062999725341797kW
2023-11-20T10:00:00-08:00 Los_Angeles,26.06299924850464kW
2023-11-20T11:00:00-08:00 Los_Angeles,25.471166133880615kW
2023-11-20T12:00:00-08:00 Los_Angeles,24.77883243560791kW
2023-11-20T13:00:00-08:00 Los_Angeles,25.32599925994873kW
2023-11-20T14:00:00-08:00 Los_Angeles,25.57166624069214kW
2023-11-20T15:00:00-08:00 Los_Angeles,25.046833515167236kW
2023-11-20T16:00:00-08:00 Los_Angeles,25.6051664352417kW
2023-11-20T17:00:00-08:00 Los_Angeles,26.252832889556885kW
2023-11-20T18:00:00-08:00 Los_Angeles,26.14116668701172kW
2023-11-20T19:00:00-08:00 Los_Angeles,26.018332958221436kW
2023-11-20T20:00:00-08:00 Los_Angeles,25.40416669845581kW
2023-11-20T21:00:00-08:00 Los_Angeles,24.84583330154419kW
2023-11-20T22:00:00-08:00 Los_Angeles,16.917500019073486kW
2023-11-20T23:00:00-08:00 Los_Angeles,0kW
2023-11-21T00:00:00-08:00 Los_Angeles,0kW
2023-11-21T01:00:00-08:00 Los_Angeles,0kW
2023-11-21T02:00:00-08:00 Los_Angeles,0kW
2023-11-21T03:00:00-08:00 Los_Angeles,0kW
2023-11-21T04:00:00-08:00 Los_Angeles,0kW
2023-11-21T05:00:00-08:00 Los_Angeles,0kW
2023-11-21T06:00:00-08:00 Los_Angeles,0kW
2023-11-21T07:00:00-08:00 Los_Angeles,24.901666328310966kW
2023-11-21T08:00:00-08:00 Los_Angeles,27.2243332862854kW
2023-11-21T09:00:00-08:00 Los_Angeles,26.185832977294922kW
2023-11-21T10:00:00-08:00 Los_Angeles,24.34333324432373kW
2023-11-21T11:00:00-08:00 Los_Angeles,24.58899974822998kW
2023-11-21T12:00:00-08:00 Los_Angeles,25.437666416168213kW
2023-11-21T13:00:00-08:00 Los_Angeles,25.247833251953125kW
2023-11-21T14:00:00-08:00 Los_Angeles,25.40416669845581kW
2023-11-21T15:00:00-08:00 Los_Angeles,25.270166873931885kW
2023-11-21T16:00:00-08:00 Los_Angeles,25.471166610717773kW
2023-11-21T17:00:00-08:00 Los_Angeles,26.39799976348877kW
2023-11-21T18:00:00-08:00 Los_Angeles,26.621333122253418kW
2023-11-21T19:00:00-08:00 Los_Angeles,26.040667057037354kW
2023-11-21T20:00:00-08:00 Los_Angeles,25.448833465576172kW
2023-11-21T21:00:00-08:00 Los_Angeles,25.281332969665527kW
2023-11-21T22:00:00-08:00 Los_Angeles,16.79466676712036kW
2023-11-21T23:00:00-08:00 Los_Angeles,0kW
2023-11-22T00:00:00-08:00 Los_Angeles,0kW
2023-11-22T01:00:00-08:00 Los_Angeles,0kW
2023-11-22T02:00:00-08:00 Los_Angeles,0kW
2023-11-22T03:00:00-08:00 Los_Angeles,0kW
2023-11-22T04:00:00-08:00 Los_Angeles,0kW
2023-11-22T05:00:00-08:00 Los_Angeles,0kW
2023-11-22T06:00:00-08:00 Los_Angeles,0kW
2023-11-22T07:00:00-08:00 Los_Angeles,25.046833023428917kW
2023-11-22T08:00:00-08:00 Los_Angeles,27.03450059890747kW
2023-11-22T09:00:00-08:00 Los_Angeles,26.889333724975586kW
2023-11-22T10:00:00-08:00 Los_Angeles,26.531999588012695kW
2023-11-22T11:00:00-08:00 Los_Angeles,25.951333045959473kW
2023-11-22T12:00:00-08:00 Los_Angeles,25.471166610717773kW
2023-11-22T13:00:00-08:00 Los_Angeles,25.069166660308838kW
2023-11-22T14:00:00-08:00 Los_Angeles,25.39300012588501kW
2023-11-22T15:00:00-08:00 Los_Angeles,25.71683359146118kW
2023-11-22T16:00:00-08:00 Los_Angeles,24.667166233062744kW
2023-11-22T17:00:00-08:00 Los_Angeles,27.19083261489868kW
2023-11-22T18:00:00-08:00 Los_Angeles,25.314833164215088kW
2023-11-22T19:00:00-08:00 Los_Angeles,24.466166496276855kW
2023-11-22T20:00:00-08:00 Los_Angeles,24.242833614349365kW
2023-11-22T21:00:00-08:00 Los_Angeles,24.142333030700684kW
2023-11-22T22:00:00-08:00 Los_Angeles,16.113499641418457kW
2023-11-22T23:00:00-08:00 Los_Angeles,0kW
2023-11-23T00:00:00-08:00 Los_Angeles,0kW
2023-11-23T01:00:00-08:00 Los_Angeles,0kW
2023-11-23T02:00:00-08:00 Los_Angeles,0kW
2023-11-23T03:00:00-08:00 Los_Angeles,0kW
2023-11-23T04:00:00-08:00 Los_Angeles,0kW
2023-11-23T05:00:00-08:00 Los_Angeles,0kW
2023-11-23T06:00:00-08:00 Los_Angeles,0kW
2023-11-23T07:00:00-08:00 Los_Angeles,27.559332966804504kW
2023-11-23T08:00:00-08:00 Los_Angeles,26.699500560760498kW
2023-11-23T09:00:00-08:00 Los_Angeles,26.17466640472412kW
2023-11-23T10:00:00-08:00 Los_Angeles,26.342166423797607kW
2023-11-23T11:00:00-08:00 Los_Angeles,27.179666996002197kW
2023-11-23T12:00:00-08:00 Los_Angeles,27.402999877929688kW
2023-11-23T13:00:00-08:00 Los_Angeles,26.94516611099243kW
2023-11-23T14:00:00-08:00 Los_Angeles,27.391833305358887kW
2023-11-23T15:00:00-08:00 Los_Angeles,27.369499683380127kW
2023-11-23T16:00:00-08:00 Los_Angeles,27.671000003814697kW
2023-11-23T17:00:00-08:00 Los_Angeles,27.41416597366333kW
2023-11-23T18:00:00-08:00 Los_Angeles,25.125000476837158kW
2023-11-23T19:00:00-08:00 Los_Angeles,24.767666339874268kW
2023-11-23T20:00:00-08:00 Los_Angeles,25.002166271209717kW
2023-11-23T21:00:00-08:00 Los_Angeles,25.39300012588501kW
2023-11-23T22:00:00-08:00 Los_Angeles,14.583666563034058kW
2023-11-23T23:00:00-08:00 Los_Angeles,0kW
2023-11-24T00:00:00-08:00 Los_Angeles,0kW
2023-11-24T01:00:00-08:00 Los_Angeles,0kW
2023-11-24T02:00:00-08:00 Los_Angeles,0kW
2023-11-24T03:00:00-08:00 Los_Angeles,0kW
2023-11-24T04:00:00-08:00 Los_Angeles,0kW
2023-11-24T05:00:00-08:00 Los_Angeles,0kW
2023-11-24T06:00:00-08:00 Los_Angeles,0kW
2023-11-24T07:00:00-08:00 Los_Angeles,26.11883306503296kW
2023-11-24T08:00:00-08:00 Los_Angeles,26.17466688156128kW
2023-11-24T09:00:00-08:00 Los_Angeles,26.17466688156128kW
2023-11-24T10:00:00-08:00 Los_Angeles,26.398000240325928kW
2023-11-24T11:00:00-08:00 Los_Angeles,26.331000804901123kW
2023-11-24T12:00:00-08:00 Los_Angeles,26.532000064849854kW
2023-11-24T13:00:00-08:00 Los_Angeles,26.47616672515869kW
2023-11-24T14:00:00-08:00 Los_Angeles,26.398000240325928kW
2023-11-24T15:00:00-08:00 Los_Angeles,26.666000366210938kW
2023-11-24T16:00:00-08:00 Los_Angeles,26.532000064849854kW
2023-11-24T17:00:00-08:00 Los_Angeles,25.649834156036377kW
2023-11-24T18:00:00-08:00 Los_Angeles,25.069167137145996kW
2023-11-24T19:00:00-08:00 Los_Angeles,24.28749990463257kW
2023-11-24T20:00:00-08:00 Los_Angeles,24.0083327293396kW
2023-11-24T21:00:00-08:00 Los_Angeles,24.29866647720337kW
2023-11-24T22:00:00-08:00 Los_Angeles,14.11466670036316kW
2023-11-24T23:00:00-08:00 Los_Angeles,0kW
2023-11-25T00:00:00-08:00 Los_Angeles,0kW
2023-11-25T01:00:00-08:00 Los_Angeles,0kW
2023-11-25T02:00:00-08:00 Los_Angeles,0kW
2023-11-25T03:00:00-08:00 Los_Angeles,0kW
2023-11-25T04:00:00-08:00 Los_Angeles,0kW
2023-11-25T05:00:00-08:00 Los_Angeles,0kW
2023-11-25T06:00:00-08:00 Los_Angeles,0kW
2023-11-25T07:00:00-08:00 Los_Angeles,0kW
2023-11-25T08:00:00-08:00 Los_Angeles,0kW
2023-11-25T09:00:00-08:00 Los_Angeles,0kW
2023-11-25T10:00:00-08:00 Los_Angeles,0kW
2023-11-25T11:00:00-08:00 Los_Angeles,0kW
2023-11-25T12:00:00-08:00 Los_Angeles,0kW
2023-11-25T13:00:00-08:00 Los_Angeles,0kW
2023-11-25T14:00:00-08:00 Los_Angeles,0kW
2023-11-25T15:00:00-08:00 Los_Angeles,0kW
2023-11-25T16:00:00-08:00 Los_Angeles,0kW
2023-11-25T17:00:00-08:00 Los_Angeles,1.0161666870117188kW
2023-11-25T18:00:00-08:00 Los_Angeles,0kW
2023-11-25T19:00:00-08:00 Los_Angeles,0kW
2023-11-25T20:00:00-08:00 Los_Angeles,0.17866666615009308kW
2023-11-25T21:00:00-08:00 Los_Angeles,0kW
2023-11-25T22:00:00-08:00 Los_Angeles,0kW
2023-11-25T23:00:00-08:00 Los_Angeles,1.0049999952316284kW
2023-11-26T00:00:00-08:00 Los_Angeles,0kW
2023-11-26T01:00:00-08:00 Los_Angeles,0kW
2023-11-26T02:00:00-08:00 Los_Angeles,0kW
2023-11-26T03:00:00-08:00 Los_Angeles,0kW
2023-11-26T04:00:00-08:00 Los_Angeles,0kW
2023-11-26T05:00:00-08:00 Los_Angeles,0kW
2023-11-26T06:00:00-08:00 Los_Angeles,0kW
2023-11-26T07:00:00-08:00 Los_Angeles,0kW
2023-11-26T08:00:00-08:00 Los_Angeles,0kW
2023-11-26T09:00:00-08:00 Los_Angeles,0kW
2023-11-26T10:00:00-08:00 Los_Angeles,0kW
2023-11-26T11:00:00-08:00 Los_Angeles,0kW
2023-11-26T12:00:00-08:00 Los_Angeles,0kW
2023-11-26T13:00:00-08:00 Los_Angeles,0kW
2023-11-26T14:00:00-08:00 Los_Angeles,0kW
2023-11-26T15:00:00-08:00 Los_Angeles,0kW
2023-11-26T16:00:00-08:00 Los_Angeles,0kW
2023-11-26T17:00:00-08:00 Los_Angeles,0kW
2023-11-26T18:00:00-08:00 Los_Angeles,0kW
2023-11-26T19:00:00-08:00 Los_Angeles,0kW
2023-11-26T20:00:00-08:00 Los_Angeles,0kW
2023-11-26T21:00:00-08:00 Los_Angeles,0kW
2023-11-26T22:00:00-08:00 Los_Angeles,0kW
2023-11-26T23:00:00-08:00 Los_Angeles,0kW
2023-11-27T00:00:00-08:00 Los_Angeles,0kW
2023-11-27T01:00:00-08:00 Los_Angeles,0kW
2023-11-27T02:00:00-08:00 Los_Angeles,0kW
2023-11-27T03:00:00-08:00 Los_Angeles,0kW
2023-11-27T04:00:00-08:00 Los_Angeles,0kW
2023-11-27T05:00:00-08:00 Los_Angeles,0kW
2023-11-27T06:00:00-08:00 Los_Angeles,0kW
2023-11-27T07:00:00-08:00 Los_Angeles,26.855833053588867kW
2023-11-27T08:00:00-08:00 Los_Angeles,25.92899990081787kW
2023-11-27T09:00:00-08:00 Los_Angeles,25.281332969665527kW
2023-11-27T10:00:00-08:00 Los_Angeles,25.515833377838135kW
2023-11-27T11:00:00-08:00 Los_Angeles,25.83966636657715kW
2023-11-27T12:00:00-08:00 Los_Angeles,26.007165908813477kW
2023-11-27T13:00:00-08:00 Los_Angeles,26.018333435058594kW
2023-11-27T14:00:00-08:00 Los_Angeles,25.471166133880615kW
2023-11-27T15:00:00-08:00 Los_Angeles,25.34833288192749kW
2023-11-27T16:00:00-08:00 Los_Angeles,25.66099977493286kW
2023-11-27T17:00:00-08:00 Los_Angeles,25.739166259765625kW
2023-11-27T18:00:00-08:00 Los_Angeles,26.19700002670288kW
2023-11-27T19:00:00-08:00 Los_Angeles,25.649832725524902kW
2023-11-27T20:00:00-08:00 Los_Angeles,25.437666416168213kW
2023-11-27T21:00:00-08:00 Los_Angeles,24.991000175476074kW
2023-11-27T22:00:00-08:00 Los_Angeles,16.303333282470703kW
2023-11-27T23:00:00-08:00 Los_Angeles,0kW
2023-11-28T00:00:00-08:00 Los_Angeles,0kW
2023-11-28T01:00:00-08:00 Los_Angeles,0kW
2023-11-28T02:00:00-08:00 Los_Angeles,0kW
2023-11-28T03:00:00-08:00 Los_Angeles,0kW
2023-11-28T04:00:00-08:00 Los_Angeles,0kW
2023-11-28T05:00:00-08:00 Los_Angeles,0kW
2023-11-28T06:00:00-08:00 Los_Angeles,0kW
2023-11-28T07:00:00-08:00 Los_Angeles,27.68216609954834kW
2023-11-28T08:00:00-08:00 Los_Angeles,28.084166526794434kW
2023-11-28T09:00:00-08:00 Los_Angeles,25.203166484832764kW
2023-11-28T10:00:00-08:00 Los_Angeles,25.716833114624023kW
2023-11-28T11:00:00-08:00 Los_Angeles,26.38683319091797kW
2023-11-28T12:00:00-08:00 Los_Angeles,26.72183322906494kW
2023-11-28T13:00:00-08:00 Los_Angeles,26.38683271408081kW
2023-11-28T14:00:00-08:00 Los_Angeles,26.520833492279053kW
2023-11-28T15:00:00-08:00 Los_Angeles,27.70449924468994kW
2023-11-28T16:00:00-08:00 Los_Angeles,28.22933292388916kW
2023-11-28T17:00:00-08:00 Los_Angeles,27.93899965286255kW
2023-11-28T18:00:00-08:00 Los_Angeles,26.464999675750732kW
2023-11-28T19:00:00-08:00 Los_Angeles,25.828500270843506kW
2023-11-28T20:00:00-08:00 Los_Angeles,25.303666591644287kW
2023-11-28T21:00:00-08:00 Los_Angeles,25.15850019454956kW
2023-11-28T22:00:00-08:00 Los_Angeles,14.282166600227356kW
2023-11-28T23:00:00-08:00 Los_Angeles,0kW
2023-11-29T00:00:00-08:00 Los_Angeles,0kW
2023-11-29T01:00:00-08:00 Los_Angeles,0kW
2023-11-29T02:00:00-08:00 Los_Angeles,0kW
2023-11-29T03:00:00-08:00 Los_Angeles,0kW
2023-11-29T04:00:00-08:00 Los_Angeles,0kW
2023-11-29T05:00:00-08:00 Los_Angeles,0kW
2023-11-29T06:00:00-08:00 Los_Angeles,0kW
2023-11-29T07:00:00-08:00 Los_Angeles,26.074166893959045kW
2023-11-29T08:00:00-08:00 Los_Angeles,26.107666492462158kW
2023-11-29T09:00:00-08:00 Los_Angeles,25.314833164215088kW
2023-11-29T10:00:00-08:00 Los_Angeles,25.995999813079834kW
2023-11-29T11:00:00-08:00 Los_Angeles,27.079166412353516kW
2023-11-29T12:00:00-08:00 Los_Angeles,26.95633316040039kW
2023-11-29T13:00:00-08:00 Los_Angeles,26.386833667755127kW
2023-11-29T14:00:00-08:00 Los_Angeles,26.766499996185303kW
2023-11-29T15:00:00-08:00 Los_Angeles,26.766499996185303kW
2023-11-29T16:00:00-08:00 Los_Angeles,26.554333209991455kW
2023-11-29T17:00:00-08:00 Los_Angeles,26.275166511535645kW
2023-11-29T18:00:00-08:00 Los_Angeles,25.47116708755493kW
2023-11-29T19:00:00-08:00 Los_Angeles,25.337166786193848kW
2023-11-29T20:00:00-08:00 Los_Angeles,25.6051664352417kW
2023-11-29T21:00:00-08:00 Los_Angeles,25.270166873931885kW
2023-11-29T22:00:00-08:00 Los_Angeles,17.2524995803833kW
2023-11-29T23:00:00-08:00 Los_Angeles,0kW
2023-11-30T00:00:00-08:00 Los_Angeles,0kW
2023-11-30T01:00:00-08:00 Los_Angeles,0kW
2023-11-30T02:00:00-08:00 Los_Angeles,0kW
2023-11-30T03:00:00-08:00 Los_Angeles,0kW
2023-11-30T04:00:00-08:00 Los_Angeles,0kW
2023-11-30T05:00:00-08:00 Los_Angeles,0kW
2023-11-30T06:00:00-08:00 Los_Angeles,0kW
2023-11-30T07:00:00-08:00 Los_Angeles,25.538166970014572kW
2023-11-30T08:00:00-08:00 Los_Angeles,27.626333236694336kW
2023-11-30T09:00:00-08:00 Los_Angeles,22.646000385284424kW
2023-11-30T10:00:00-08:00 Los_Angeles,24.443832874298096kW
2023-11-30T11:00:00-08:00 Los_Angeles,25.47116708755493kW
