Timestamp,Bren Hall HVAC Elec Meter hvac elec power
2023-11-30T12:00:00-08:00 Los_Angeles,25.795000553131104kW
2023-11-30T13:00:00-08:00 Los_Angeles,26.68833351135254kW
2023-11-30T14:00:00-08:00 Los_Angeles,27.592833042144775kW
2023-11-30T15:00:00-08:00 Los_Angeles,27.67099952697754kW
2023-11-30T16:00:00-08:00 Los_Angeles,26.38683319091797kW
2023-11-30T17:00:00-08:00 Los_Angeles,28.72066640853882kW
2023-11-30T18:00:00-08:00 Los_Angeles,25.88433313369751kW
2023-11-30T19:00:00-08:00 Los_Angeles,26.342166423797607kW
2023-11-30T20:00:00-08:00 Los_Angeles,24.957499980926514kW
2023-11-30T21:00:00-08:00 Los_Angeles,24.34333324432373kW
2023-11-30T22:00:00-08:00 Los_Angeles,16.236332893371582kW
2023-11-30T23:00:00-08:00 Los_Angeles,0kW
2023-12-01T00:00:00-08:00 Los_Angeles,0kW
2023-12-01T01:00:00-08:00 Los_Angeles,0kW
2023-12-01T02:00:00-08:00 Los_Angeles,0kW
2023-12-01T03:00:00-08:00 Los_Angeles,0kW
2023-12-01T04:00:00-08:00 Los_Angeles,0kW
2023-12-01T05:00:00-08:00 Los_Angeles,0kW
2023-12-01T06:00:00-08:00 Los_Angeles,0kW
2023-12-01T07:00:00-08:00 Los_Angeles,24.86816704273224kW
2023-12-01T08:00:00-08:00 Los_Angeles,28.407999515533447kW
2023-12-01T09:00:00-08:00 Los_Angeles,26.286333084106445kW
2023-12-01T10:00:00-08:00 Los_Angeles,24.78999948501587kW
2023-12-01T11:00:00-08:00 Los_Angeles,25.34833335876465kW
2023-12-01T12:00:00-08:00 Los_Angeles,25.616333484649658kW
2023-12-01T13:00:00-08:00 Los_Angeles,25.571666717529297kW
2023-12-01T14:00:00-08:00 Los_Angeles,25.493499755859375kW
2023-12-01T15:00:00-08:00 Los_Angeles,25.571666717529297kW
2023-12-01T16:00:00-08:00 Los_Angeles,24.923999786376953kW
2023-12-01T17:00:00-08:00 Los_Angeles,24.778833389282227kW
2023-12-01T18:00:00-08:00 Los_Angeles,23.941333770751953kW
2023-12-01T19:00:00-08:00 Los_Angeles,23.52816677093506kW
2023-12-01T20:00:00-08:00 Los_Angeles,23.919000148773193kW
2023-12-01T21:00:00-08:00 Los_Angeles,23.76266622543335kW
2023-12-01T22:00:00-08:00 Los_Angeles,16.113499641418457kW
2023-12-01T23:00:00-08:00 Los_Angeles,0kW
2023-12-02T00:00:00-08:00 Los_Angeles,0kW
2023-12-02T01:00:00-08:00 Los_Angeles,0kW
2023-12-02T02:00:00-08:00 Los_Angeles,0kW
2023-12-02T03:00:00-08:00 Los_Angeles,0kW
2023-12-02T04:00:00-08:00 Los_Angeles,0kW
2023-12-02T05:00:00-08:00 Los_Angeles,0kW
2023-12-02T06:00:00-08:00 Los_Angeles,0kW
2023-12-02T07:00:00-08:00 Los_Angeles,0kW
2023-12-02T08:00:00-08:00 Los_Angeles,0kW
2023-12-02T09:00:00-08:00 Los_Angeles,0kW
2023-12-02T10:00:00-08:00 Los_Angeles,0kW
2023-12-02T11:00:00-08:00 Los_Angeles,0kW
2023-12-02T12:00:00-08:00 Los_Angeles,0kW
2023-12-02T13:00:00-08:00 Los_Angeles,0kW
2023-12-02T14:00:00-08:00 Los_Angeles,0kW
2023-12-02T15:00:00-08:00 Los_Angeles,0kW
2023-12-02T16:00:00-08:00 Los_Angeles,0kW
2023-12-02T17:00:00-08:00 Los_Angeles,0kW
2023-12-02T18:00:00-08:00 Los_Angeles,0kW
2023-12-02T19:00:00-08:00 Los_Angeles,0kW
2023-12-02T20:00:00-08:00 Los_Angeles,0kW
2023-12-02T21:00:00-08:00 Los_Angeles,0kW
2023-12-02T22:00:00-08:00 Los_Angeles,0kW
2023-12-02T23:00:00-08:00 Los_Angeles,0kW
2023-12-03T00:00:00-08:00 Los_Angeles,0kW
2023-12-03T01:00:00-08:00 Los_Angeles,0kW
2023-12-03T02:00:00-08:00 Los_Angeles,0kW
2023-12-03T03:00:00-08:00 Los_Angeles,0kW
2023-12-03T04:00:00-08:00 Los_Angeles,0kW
2023-12-03T05:00:00-08:00 Los_Angeles,0kW
2023-12-03T06:00:00-08:00 Los_Angeles,0kW
2023-12-03T07:00:00-08:00 Los_Angeles,0kW
2023-12-03T08:00:00-08:00 Los_Angeles,0kW
2023-12-03T09:00:00-08:00 Los_Angeles,0kW
2023-12-03T10:00:00-08:00 Los_Angeles,0kW
2023-12-03T11:00:00-08:00 Los_Angeles,0kW
2023-12-03T12:00:00-08:00 Los_Angeles,0kW
2023-12-03T13:00:00-08:00 Los_Angeles,0kW
2023-12-03T14:00:00-08:00 Los_Angeles,0kW
2023-12-03T15:00:00-08:00 Los_Angeles,0kW
2023-12-03T16:00:00-08:00 Los_Angeles,0kW
2023-12-03T17:00:00-08:00 Los_Angeles,0kW
2023-12-03T18:00:00-08:00 Los_Angeles,0kW
2023-12-03T19:00:00-08:00 Los_Angeles,0kW
2023-12-03T20:00:00-08:00 Los_Angeles,0kW
2023-12-03T21:00:00-08:00 Los_Angeles,0kW
2023-12-03T22:00:00-08:00 Los_Angeles,0kW
2023-12-03T23:00:00-08:00 Los_Angeles,0kW
2023-12-04T00:00:00-08:00 Los_Angeles,0kW
2023-12-04T01:00:00-08:00 Los_Angeles,0kW
2023-12-04T02:00:00-08:00 Los_Angeles,0kW
2023-12-04T03:00:00-08:00 Los_Angeles,0kW
2023-12-04T04:00:00-08:00 Los_Angeles,0kW
2023-12-04T05:00:00-08:00 Los_Angeles,0kW
2023-12-04T06:00:00-08:00 Los_Angeles,0kW
2023-12-04T07:00:00-08:00 Los_Angeles,26.18583369255066kW
2023-12-04T08:00:00-08:00 Los_Angeles,29.424166202545166kW
2023-12-04T09:00:00-08:00 Los_Angeles,26.53200054168701kW
2023-12-04T10:00:00-08:00 Los_Angeles,25.672166347503662kW
2023-12-04T11:00:00-08:00 Los_Angeles,25.917832851409912kW
2023-12-04T12:00:00-08:00 Los_Angeles,26.230499744415283kW
2023-12-04T13:00:00-08:00 Los_Angeles,26.141165733337402kW
2023-12-04T14:00:00-08:00 Los_Angeles,26.364500522613525kW
2023-12-04T15:00:00-08:00 Los_Angeles,26.543166637420654kW
2023-12-04T16:00:00-08:00 Los_Angeles,26.42033290863037kW
2023-12-04T17:00:00-08:00 Los_Angeles,25.68333339691162kW
2023-12-04T18:00:00-08:00 Los_Angeles,24.51083278656006kW
2023-12-04T19:00:00-08:00 Los_Angeles,24.80116605758667kW
2023-12-04T20:00:00-08:00 Los_Angeles,24.85699987411499kW
2023-12-04T21:00:00-08:00 Los_Angeles,24.745333194732666kW
2023-12-04T22:00:00-08:00 Los_Angeles,17.26366662979126kW
2023-12-04T23:00:00-08:00 Los_Angeles,0kW
2023-12-05T00:00:00-08:00 Los_Angeles,0kW
2023-12-05T01:00:00-08:00 Los_Angeles,0kW
2023-12-05T02:00:00-08:00 Los_Angeles,0kW
2023-12-05T03:00:00-08:00 Los_Angeles,0kW
2023-12-05T04:00:00-08:00 Los_Angeles,0kW
2023-12-05T05:00:00-08:00 Los_Angeles,0kW
2023-12-05T06:00:00-08:00 Los_Angeles,0kW
2023-12-05T07:00:00-08:00 Los_Angeles,26.39800000190735kW
2023-12-05T08:00:00-08:00 Los_Angeles,26.833500385284424kW
2023-12-05T09:00:00-08:00 Los_Angeles,25.582833290100098kW
2023-12-05T10:00:00-08:00 Los_Angeles,26.342166423797607kW
2023-12-05T11:00:00-08:00 Los_Angeles,24.957499504089355kW
2023-12-05T12:00:00-08:00 Los_Angeles,24.477332592010498kW
2023-12-05T13:00:00-08:00 Los_Angeles,25.158499717712402kW
2023-12-05T14:00:00-08:00 Los_Angeles,25.460000038146973kW
2023-12-05T15:00:00-08:00 Los_Angeles,25.426499366760254kW
2023-12-05T16:00:00-08:00 Los_Angeles,27.16849994659424kW
2023-12-05T17:00:00-08:00 Los_Angeles,27.73799991607666kW
2023-12-05T18:00:00-08:00 Los_Angeles,27.816166400909424kW
2023-12-05T19:00:00-08:00 Los_Angeles,25.75777753194173kW
2023-12-05T20:00:00-08:00 Los_Angeles,24.466166496276855kW
2023-12-05T21:00:00-08:00 Los_Angeles,24.119999408721924kW
2023-12-05T22:00:00-08:00 Los_Angeles,16.113499641418457kW
2023-12-05T23:00:00-08:00 Los_Angeles,0kW
2023-12-06T00:00:00-08:00 Los_Angeles,0kW
2023-12-06T01:00:00-08:00 Los_Angeles,0kW
2023-12-06T02:00:00-08:00 Los_Angeles,0kW
2023-12-06T03:00:00-08:00 Los_Angeles,0kW
2023-12-06T04:00:00-08:00 Los_Angeles,0kW
2023-12-06T05:00:00-08:00 Los_Angeles,0kW
2023-12-06T06:00:00-08:00 Los_Angeles,0kW
2023-12-06T07:00:00-08:00 Los_Angeles,27.782665610313416kW
2023-12-06T08:00:00-08:00 Los_Angeles,25.90666627883911kW
2023-12-06T09:00:00-08:00 Los_Angeles,25.471166610717773kW
2023-12-06T10:00:00-08:00 Los_Angeles,25.828499794006348kW
2023-12-06T11:00:00-08:00 Los_Angeles,26.37566614151001kW
2023-12-06T12:00:00-08:00 Los_Angeles,26.264000415802002kW
2023-12-06T13:00:00-08:00 Los_Angeles,27.380666732788086kW
2023-12-06T14:00:00-08:00 Los_Angeles,27.324832916259766kW
2023-12-06T15:00:00-08:00 Los_Angeles,27.034499645233154kW
2023-12-06T16:00:00-08:00 Los_Angeles,26.666000366210938kW
2023-12-06T17:00:00-08:00 Los_Angeles,23.27133321762085kW
2023-12-06T18:00:00-08:00 Los_Angeles,22.545499801635742kW
2023-12-06T19:00:00-08:00 Los_Angeles,22.00950002670288kW
2023-12-06T20:00:00-08:00 Los_Angeles,21.819666385650635kW
2023-12-06T21:00:00-08:00 Los_Angeles,21.46233320236206kW
2023-12-06T22:00:00-08:00 Los_Angeles,15.510499715805054kW
2023-12-06T23:00:00-08:00 Los_Angeles,0kW
2023-12-07T00:00:00-08:00 Los_Angeles,0kW
2023-12-07T01:00:00-08:00 Los_Angeles,0kW
2023-12-07T02:00:00-08:00 Los_Angeles,0kW
2023-12-07T03:00:00-08:00 Los_Angeles,0kW
2023-12-07T04:00:00-08:00 Los_Angeles,0kW
2023-12-07T05:00:00-08:00 Los_Angeles,0kW
2023-12-07T06:00:00-08:00 Los_Angeles,0kW
2023-12-07T07:00:00-08:00 Los_Angeles,25.638665795326233kW
2023-12-07T08:00:00-08:00 Los_Angeles,27.157333850860596kW
2023-12-07T09:00:00-08:00 Los_Angeles,25.828500270843506kW
2023-12-07T10:00:00-08:00 Los_Angeles,25.850833892822266kW
2023-12-07T11:00:00-08:00 Los_Angeles,25.795000076293945kW
2023-12-07T12:00:00-08:00 Los_Angeles,26.755332946777344kW
2023-12-07T13:00:00-08:00 Los_Angeles,27.15733289718628kW
2023-12-07T14:00:00-08:00 Los_Angeles,27.000999927520752kW
2023-12-07T15:00:00-08:00 Los_Angeles,26.516366481781006kW
2023-12-07T16:00:00-08:00 Los_Angeles,27.17966651916504kW
2023-12-07T17:00:00-08:00 Los_Angeles,27.41416645050049kW
2023-12-07T18:00:00-08:00 Los_Angeles,26.911666870117188kW
2023-12-07T19:00:00-08:00 Los_Angeles,26.252832412719727kW
2023-12-07T20:00:00-08:00 Los_Angeles,26.174665927886963kW
2023-12-07T21:00:00-08:00 Los_Angeles,24.633666515350342kW
2023-12-07T22:00:00-08:00 Los_Angeles,16.292166233062744kW
2023-12-07T23:00:00-08:00 Los_Angeles,0kW
2023-12-08T00:00:00-08:00 Los_Angeles,0kW
2023-12-08T01:00:00-08:00 Los_Angeles,0kW
2023-12-08T02:00:00-08:00 Los_Angeles,0kW
2023-12-08T03:00:00-08:00 Los_Angeles,0kW
2023-12-08T04:00:00-08:00 Los_Angeles,0kW
2023-12-08T05:00:00-08:00 Los_Angeles,0kW
2023-12-08T06:00:00-08:00 Los_Angeles,0kW
2023-12-08T07:00:00-08:00 Los_Angeles,25.95133364200592kW
2023-12-08T08:00:00-08:00 Los_Angeles,28.7094988822937kW
2023-12-08T09:00:00-08:00 Los_Angeles,25.08033275604248kW
2023-12-08T10:00:00-08:00 Los_Angeles,25.10266637802124kW
2023-12-08T11:00:00-08:00 Los_Angeles,25.64983320236206kW
2023-12-08T12:00:00-08:00 Los_Angeles,25.839666843414307kW
2023-12-08T13:00:00-08:00 Los_Angeles,25.716833114624023kW
2023-12-08T14:00:00-08:00 Los_Angeles,25.728000164031982kW
2023-12-08T15:00:00-08:00 Los_Angeles,25.761500358581543kW
2023-12-08T16:00:00-08:00 Los_Angeles,25.34833335876465kW
2023-12-08T17:00:00-08:00 Los_Angeles,24.33216667175293kW
2023-12-08T18:00:00-08:00 Los_Angeles,23.662166595458984kW
2023-12-08T19:00:00-08:00 Los_Angeles,23.75149917602539kW
2023-12-08T20:00:00-08:00 Los_Angeles,24.521999835968018kW
2023-12-08T21:00:00-08:00 Los_Angeles,23.729166507720947kW
2023-12-08T22:00:00-08:00 Los_Angeles,15.030333042144775kW
2023-12-08T23:00:00-08:00 Los_Angeles,0kW
2023-12-09T00:00:00-08:00 Los_Angeles,0kW
2023-12-09T01:00:00-08:00 Los_Angeles,0kW
2023-12-09T02:00:00-08:00 Los_Angeles,0kW
2023-12-09T03:00:00-08:00 Los_Angeles,0kW
2023-12-09T04:00:00-08:00 Los_Angeles,0kW
2023-12-09T05:00:00-08:00 Los_Angeles,0kW
2023-12-09T06:00:00-08:00 Los_Angeles,0kW
2023-12-09T07:00:00-08:00 Los_Angeles,0kW
2023-12-09T08:00:00-08:00 Los_Angeles,0kW
2023-12-09T09:00:00-08:00 Los_Angeles,0kW
2023-12-09T10:00:00-08:00 Los_Angeles,0kW
2023-12-09T11:00:00-08:00 Los_Angeles,0kW
2023-12-09T12:00:00-08:00 Los_Angeles,0kW
2023-12-09T13:00:00-08:00 Los_Angeles,0kW
2023-12-09T14:00:00-08:00 Los_Angeles,0kW
2023-12-09T15:00:00-08:00 Los_Angeles,0kW
2023-12-09T16:00:00-08:00 Los_Angeles,0kW
2023-12-09T17:00:00-08:00 Los_Angeles,0kW
2023-12-09T18:00:00-08:00 Los_Angeles,0kW
2023-12-09T19:00:00-08:00 Los_Angeles,0kW
2023-12-09T20:00:00-08:00 Los_Angeles,0kW
2023-12-09T21:00:00-08:00 Los_Angeles,0kW
2023-12-09T22:00:00-08:00 Los_Angeles,0kW
2023-12-09T23:00:00-08:00 Los_Angeles,0kW
2023-12-10T00:00:00-08:00 Los_Angeles,0kW
2023-12-10T01:00:00-08:00 Los_Angeles,0kW
2023-12-10T02:00:00-08:00 Los_Angeles,0kW
2023-12-10T03:00:00-08:00 Los_Angeles,0kW
2023-12-10T04:00:00-08:00 Los_Angeles,0kW
2023-12-10T05:00:00-08:00 Los_Angeles,0kW
2023-12-10T06:00:00-08:00 Los_Angeles,0kW
2023-12-10T07:00:00-08:00 Los_Angeles,0kW
2023-12-10T08:00:00-08:00 Los_Angeles,0kW
2023-12-10T09:00:00-08:00 Los_Angeles,0kW
2023-12-10T10:00:00-08:00 Los_Angeles,0kW
2023-12-10T11:00:00-08:00 Los_Angeles,0kW
2023-12-10T12:00:00-08:00 Los_Angeles,0kW
2023-12-10T13:00:00-08:00 Los_Angeles,0kW
2023-12-10T14:00:00-08:00 Los_Angeles,0kW
2023-12-10T15:00:00-08:00 Los_Angeles,0kW
2023-12-10T16:00:00-08:00 Los_Angeles,0kW
2023-12-10T17:00:00-08:00 Los_Angeles,0kW
2023-12-10T18:00:00-08:00 Los_Angeles,0kW
2023-12-10T19:00:00-08:00 Los_Angeles,0kW
2023-12-10T20:00:00-08:00 Los_Angeles,0kW
2023-12-10T21:00:00-08:00 Los_Angeles,0kW
2023-12-10T22:00:00-08:00 Los_Angeles,0kW
2023-12-10T23:00:00-08:00 Los_Angeles,0kW
2023-12-11T00:00:00-08:00 Los_Angeles,0kW
2023-12-11T01:00:00-08:00 Los_Angeles,0kW
2023-12-11T02:00:00-08:00 Los_Angeles,0kW
2023-12-11T03:00:00-08:00 Los_Angeles,0kW
2023-12-11T04:00:00-08:00 Los_Angeles,0kW
2023-12-11T05:00:00-08:00 Los_Angeles,0kW
2023-12-11T06:00:00-08:00 Los_Angeles,0kW
2023-12-11T07:00:00-08:00 Los_Angeles,25.828500509262085kW
2023-12-11T08:00:00-08:00 Los_Angeles,29.06683349609375kW
2023-12-11T09:00:00-08:00 Los_Angeles,27.548166275024414kW
2023-12-11T10:00:00-08:00 Los_Angeles,25.11383295059204kW
2023-12-11T11:00:00-08:00 Los_Angeles,25.39300012588501kW
2023-12-11T12:00:00-08:00 Los_Angeles,25.705666542053223kW
2023-12-11T13:00:00-08:00 Los_Angeles,25.928999423980713kW
2023-12-11T14:00:00-08:00 Los_Angeles,25.526999950408936kW
2023-12-11T15:00:00-08:00 Los_Angeles,25.64983320236206kW
2023-12-11T16:00:00-08:00 Los_Angeles,25.795000553131104kW
2023-12-11T17:00:00-08:00 Los_Angeles,25.504666805267334kW
2023-12-11T18:00:00-08:00 Los_Angeles,24.0194993019104kW
2023-12-11T19:00:00-08:00 Los_Angeles,24.466166973114014kW
2023-12-11T20:00:00-08:00 Los_Angeles,24.62249994277954kW
2023-12-11T21:00:00-08:00 Los_Angeles,26.096499919891357kW
2023-12-11T22:00:00-08:00 Los_Angeles,16.850500106811523kW
2023-12-11T23:00:00-08:00 Los_Angeles,0kW
2023-12-12T00:00:00-08:00 Los_Angeles,0kW
2023-12-12T01:00:00-08:00 Los_Angeles,0kW
2023-12-12T02:00:00-08:00 Los_Angeles,0kW
2023-12-12T03:00:00-08:00 Los_Angeles,0kW
2023-12-12T04:00:00-08:00 Los_Angeles,0kW
2023-12-12T05:00:00-08:00 Los_Angeles,0kW
2023-12-12T06:00:00-08:00 Los_Angeles,0kW
2023-12-12T07:00:00-08:00 Los_Angeles,26.107666790485382kW
2023-12-12T08:00:00-08:00 Los_Angeles,29.122665882110596kW
2023-12-12T09:00:00-08:00 Los_Angeles,28.061833381652832kW
2023-12-12T10:00:00-08:00 Los_Angeles,25.392999172210693kW
2023-12-12T11:00:00-08:00 Los_Angeles,25.839666843414307kW
2023-12-12T12:00:00-08:00 Los_Angeles,26.241666793823242kW
2023-12-12T13:00:00-08:00 Los_Angeles,26.36449956893921kW
2023-12-12T14:00:00-08:00 Los_Angeles,26.833499908447266kW
2023-12-12T15:00:00-08:00 Los_Angeles,27.112666130065918kW
2023-12-12T16:00:00-08:00 Los_Angeles,26.744166374206543kW
2023-12-12T17:00:00-08:00 Los_Angeles,26.63249969482422kW
2023-12-12T18:00:00-08:00 Los_Angeles,23.662166595458984kW
2023-12-12T19:00:00-08:00 Los_Angeles,23.941333293914795kW
2023-12-12T20:00:00-08:00 Los_Angeles,24.186999797821045kW
2023-12-12T21:00:00-08:00 Los_Angeles,24.81233310699463kW
2023-12-12T22:00:00-08:00 Los_Angeles,14.92983341217041kW
2023-12-12T23:00:00-08:00 Los_Angeles,0kW
2023-12-13T00:00:00-08:00 Los_Angeles,0kW
2023-12-13T01:00:00-08:00 Los_Angeles,0kW
2023-12-13T02:00:00-08:00 Los_Angeles,0kW
2023-12-13T03:00:00-08:00 Los_Angeles,0kW
2023-12-13T04:00:00-08:00 Los_Angeles,0kW
2023-12-13T05:00:00-08:00 Los_Angeles,0kW
2023-12-13T06:00:00-08:00 Los_Angeles,0kW
2023-12-13T07:00:00-08:00 Los_Angeles,26.68833315372467kW
2023-12-13T08:00:00-08:00 Los_Angeles,28.832333087921143kW
2023-12-13T09:00:00-08:00 Los_Angeles,27.22433376312256kW
2023-12-13T10:00:00-08:00 Los_Angeles,25.326000213623047kW
2023-12-13T11:00:00-08:00 Los_Angeles,25.225500106811523kW
2023-12-13T12:00:00-08:00 Los_Angeles,25.750332832336426kW
2023-12-13T13:00:00-08:00 Los_Angeles,25.6163330078125kW
2023-12-13T14:00:00-08:00 Los_Angeles,25.795000076293945kW
2023-12-13T15:00:00-08:00 Los_Angeles,25.783833503723145kW
2023-12-13T16:00:00-08:00 Los_Angeles,25.460000038146973kW
2023-12-13T17:00:00-08:00 Los_Angeles,24.365666389465332kW
2023-12-13T18:00:00-08:00 Los_Angeles,24.26516628265381kW
2023-12-13T19:00:00-08:00 Los_Angeles,23.729166507720947kW
2023-12-13T20:00:00-08:00 Los_Angeles,24.242833137512207kW
2023-12-13T21:00:00-08:00 Los_Angeles,24.778833866119385kW
2023-12-13T22:00:00-08:00 Los_Angeles,16.068833351135254kW
2023-12-13T23:00:00-08:00 Los_Angeles,0kW
2023-12-14T00:00:00-08:00 Los_Angeles,0kW
2023-12-14T01:00:00-08:00 Los_Angeles,0kW
2023-12-14T02:00:00-08:00 Los_Angeles,0kW
2023-12-14T03:00:00-08:00 Los_Angeles,0kW
2023-12-14T04:00:00-08:00 Los_Angeles,0kW
2023-12-14T05:00:00-08:00 Los_Angeles,0kW
2023-12-14T06:00:00-08:00 Los_Angeles,0kW
2023-12-14T07:00:00-08:00 Los_Angeles,26.75533354282379kW
2023-12-14T08:00:00-08:00 Los_Angeles,27.78266668319702kW
2023-12-14T09:00:00-08:00 Los_Angeles,26.867000102996826kW
2023-12-14T10:00:00-08:00 Los_Angeles,24.566667079925537kW
2023-12-14T11:00:00-08:00 Los_Angeles,24.544333457946777kW
2023-12-14T12:00:00-08:00 Los_Angeles,24.678333282470703kW
2023-12-14T13:00:00-08:00 Los_Angeles,24.499666213989258kW
2023-12-14T14:00:00-08:00 Los_Angeles,23.349499702453613kW
2023-12-14T15:00:00-08:00 Los_Angeles,23.26016664505005kW
2023-12-14T16:00:00-08:00 Los_Angeles,24.611332893371582kW
2023-12-14T17:00:00-08:00 Los_Angeles,24.388000011444092kW
2023-12-14T18:00:00-08:00 Los_Angeles,23.114999294281006kW
2023-12-14T19:00:00-08:00 Los_Angeles,23.662166118621826kW
2023-12-14T20:00:00-08:00 Los_Angeles,23.382999420166016kW
2023-12-14T21:00:00-08:00 Los_Angeles,23.5169997215271kW
2023-12-14T22:00:00-08:00 Los_Angeles,14.538999795913696kW
2023-12-14T23:00:00-08:00 Los_Angeles,0kW
2023-12-15T00:00:00-08:00 Los_Angeles,0kW
2023-12-15T01:00:00-08:00 Los_Angeles,0kW
2023-12-15T02:00:00-08:00 Los_Angeles,0kW
2023-12-15T03:00:00-08:00 Los_Angeles,0kW
2023-12-15T04:00:00-08:00 Los_Angeles,0kW
2023-12-15T05:00:00-08:00 Los_Angeles,0kW
2023-12-15T06:00:00-08:00 Los_Angeles,0kW
2023-12-15T07:00:00-08:00 Los_Angeles,24.209332942962646kW
2023-12-15T08:00:00-08:00 Los_Angeles,27.536999702453613kW
2023-12-15T09:00:00-08:00 Los_Angeles,24.90166664123535kW
2023-12-15T10:00:00-08:00 Los_Angeles,24.29866600036621kW
2023-12-15T11:00:00-08:00 Los_Angeles,25.225500106811523kW
2023-12-15T12:00:00-08:00 Los_Angeles,24.164666175842285kW
2023-12-15T13:00:00-08:00 Los_Angeles,23.092666149139404kW
2023-12-15T14:00:00-08:00 Los_Angeles,23.371833324432373kW
2023-12-15T15:00:00-08:00 Los_Angeles,23.19316577911377kW
2023-12-15T16:00:00-08:00 Los_Angeles,25.158499240875244kW
2023-12-15T17:00:00-08:00 Los_Angeles,24.34333324432373kW
2023-12-15T18:00:00-08:00 Los_Angeles,23.706832885742188kW
2023-12-15T19:00:00-08:00 Los_Angeles,23.193166255950928kW
2023-12-15T20:00:00-08:00 Los_Angeles,23.360665798187256kW
2023-12-15T21:00:00-08:00 Los_Angeles,23.315999507904053kW
2023-12-15T22:00:00-08:00 Los_Angeles,14.349166631698608kW
2023-12-15T23:00:00-08:00 Los_Angeles,0kW
2023-12-16T00:00:00-08:00 Los_Angeles,0kW
2023-12-16T01:00:00-08:00 Los_Angeles,0kW
2023-12-16T02:00:00-08:00 Los_Angeles,0kW
2023-12-16T03:00:00-08:00 Los_Angeles,0kW
2023-12-16T04:00:00-08:00 Los_Angeles,0kW
2023-12-16T05:00:00-08:00 Los_Angeles,0kW
2023-12-16T06:00:00-08:00 Los_Angeles,0kW
2023-12-16T07:00:00-08:00 Los_Angeles,0kW
2023-12-16T08:00:00-08:00 Los_Angeles,0kW
2023-12-16T09:00:00-08:00 Los_Angeles,0kW
2023-12-16T10:00:00-08:00 Los_Angeles,0kW
2023-12-16T11:00:00-08:00 Los_Angeles,0kW
2023-12-16T12:00:00-08:00 Los_Angeles,0kW
2023-12-16T13:00:00-08:00 Los_Angeles,0kW
2023-12-16T14:00:00-08:00 Los_Angeles,0kW
2023-12-16T15:00:00-08:00 Los_Angeles,0kW
2023-12-16T16:00:00-08:00 Los_Angeles,0kW
2023-12-16T17:00:00-08:00 Los_Angeles,0kW
2023-12-16T18:00:00-08:00 Los_Angeles,0kW
2023-12-16T19:00:00-08:00 Los_Angeles,0kW
2023-12-16T20:00:00-08:00 Los_Angeles,0kW
2023-12-16T21:00:00-08:00 Los_Angeles,0kW
2023-12-16T22:00:00-08:00 Los_Angeles,0kW
2023-12-16T23:00:00-08:00 Los_Angeles,0kW
2023-12-17T00:00:00-08:00 Los_Angeles,0kW
2023-12-17T01:00:00-08:00 Los_Angeles,0kW
2023-12-17T02:00:00-08:00 Los_Angeles,0kW
2023-12-17T03:00:00-08:00 Los_Angeles,0kW
2023-12-17T04:00:00-08:00 Los_Angeles,0kW
2023-12-17T05:00:00-08:00 Los_Angeles,0kW
2023-12-17T06:00:00-08:00 Los_Angeles,0kW
2023-12-17T07:00:00-08:00 Los_Angeles,0kW
2023-12-17T08:00:00-08:00 Los_Angeles,0kW
2023-12-17T09:00:00-08:00 Los_Angeles,0kW
2023-12-17T10:00:00-08:00 Los_Angeles,0kW
2023-12-17T11:00:00-08:00 Los_Angeles,0kW
2023-12-17T12:00:00-08:00 Los_Angeles,0kW
2023-12-17T13:00:00-08:00 Los_Angeles,0kW
2023-12-17T14:00:00-08:00 Los_Angeles,0kW
2023-12-17T15:00:00-08:00 Los_Angeles,0kW
2023-12-17T16:00:00-08:00 Los_Angeles,0kW
2023-12-17T17:00:00-08:00 Los_Angeles,0kW
2023-12-17T18:00:00-08:00 Los_Angeles,0kW
2023-12-17T19:00:00-08:00 Los_Angeles,0kW
2023-12-17T20:00:00-08:00 Los_Angeles,0kW
2023-12-17T21:00:00-08:00 Los_Angeles,0kW
2023-12-17T22:00:00-08:00 Los_Angeles,0kW
2023-12-17T23:00:00-08:00 Los_Angeles,0kW
2023-12-18T00:00:00-08:00 Los_Angeles,0kW
2023-12-18T01:00:00-08:00 Los_Angeles,0kW
2023-12-18T02:00:00-08:00 Los_Angeles,0kW
2023-12-18T03:00:00-08:00 Los_Angeles,0kW
2023-12-18T04:00:00-08:00 Los_Angeles,0kW
2023-12-18T05:00:00-08:00 Los_Angeles,0kW
2023-12-18T06:00:00-08:00 Los_Angeles,0kW
2023-12-18T07:00:00-08:00 Los_Angeles,27.894333243370056kW
2023-12-18T08:00:00-08:00 Los_Angeles,27.849666118621826kW
2023-12-18T09:00:00-08:00 Los_Angeles,26.554333686828613kW
2023-12-18T10:00:00-08:00 Los_Angeles,25.94016695022583kW
2023-12-18T11:00:00-08:00 Los_Angeles,25.91783380508423kW
2023-12-18T12:00:00-08:00 Los_Angeles,24.935166835784912kW
2023-12-18T13:00:00-08:00 Los_Angeles,23.918999671936035kW
2023-12-18T14:00:00-08:00 Los_Angeles,23.952499866485596kW
2023-12-18T15:00:00-08:00 Los_Angeles,24.723000049591064kW
2023-12-18T16:00:00-08:00 Los_Angeles,26.219333171844482kW
2023-12-18T17:00:00-08:00 Los_Angeles,25.6274995803833kW
2023-12-18T18:00:00-08:00 Los_Angeles,22.44499921798706kW
2023-12-18T19:00:00-08:00 Los_Angeles,21.786166667938232kW
